catalog,cid,z,mu_obs,muerr,mB,lcdm_distance_mpc,lcdm_distance_mly,lcdm_mu,stam_su,stam_distance_mly,stam_distance_mpc,stam_mu,observed_distance_mpc,observed_distance_mly,lcdm_residual_mu,stam_residual_mu,lcdm_abs_residual_mu,stam_abs_residual_mu,lcdm_sq_residual_mu,stam_sq_residual_mu,lcdm_residual_sigma,stam_residual_sigma,weight,stam_minus_lcdm_mu
DES,2005ms,0.02669,35.48988,0.1058,15.86863,116.64871606887095,380.4572268471386,35.334399814779886,109.98770046241043,371.5432465662299,113.91567728958918,35.28291748307482,125.30719257143285,408.6974001632417,0.15548018522011375,0.20696251692518075,0.15548018522011375,0.20696251692518075,0.024174087996080878,0.04283348341200573,1.469566968054005,1.9561674567597422,89.33644462391142,-0.051482331705067
DES,2006al,0.06886,37.60919,0.0802,18.11778,310.2668475802824,1011.9551109615622,37.4586768656402,285.5552564561985,978.0156839540837,299.86097195178183,37.38459972177922,332.5354881723434,1084.5857024573916,0.15051313435979807,0.2245902782207807,0.15051313435979807,0.2245902782207807,0.022654203614810627,0.05044079307128768,1.8767223735635672,2.8003775339249466,155.4716699523013,-0.07407714386098263
DES,2006oa,0.06153,37.2229,0.1098,17.62077,275.8112390466774,899.5759462883196,37.20305979644541,254.88083036212237,870.8891136084933,267.0158161606015,37.132684933561414,278.34280530270485,907.8328110855228,0.019840203554593927,0.09021506643858856,0.019840203554593927,0.09021506643858856,0.0003936336770877215,0.008138758212518948,0.18069402144438915,0.8216308418814988,82.94597562715452,-0.07037486288399464
DES,2008050,0.04625,36.31584,0.1717,16.93262,205.0612216065517,668.8202522542375,36.55941770129125,191.15011945203884,649.8872809678236,199.2563462195576,36.49706081180232,183.30233615423026,597.8522596568125,-0.243577701291251,-0.1812208118023193,0.243577701291251,0.1812208118023193,0.0593300965663299,0.03284098263029163,-1.418623769896628,-1.0554502725819412,33.92027852619104,-0.0623568894889317
DES,2005ir,0.0752,37.78693,0.0745,18.15592,340.3357629271489,1110.0267960405126,37.65953793862989,312.1401110826169,1071.2537054752624,328.44787931421473,37.582332310542284,360.8992670066827,1177.0959760539483,0.1273920613701094,0.20459768945771373,0.1273920613701094,0.20459768945771373,0.016228737300125716,0.04186021453143506,1.7099605553034818,2.7462777108417953,180.17206432142697,-0.07720562808760434
DES,2008cf,0.04682,36.57974,0.0945,16.73504,207.6741386119297,677.3424477086728,36.58691208890025,193.52234628612925,658.0753359111595,201.76681527847563,36.524248695368,206.98934964458417,675.1089648185742,-0.007172088900247786,0.05549130463199958,0.007172088900247786,0.05549130463199958,5.14388591930575e-05,0.0030792848897613786,-0.07589512063754271,0.5872095728253924,111.97894795778393,-0.06266339353224737
DES,2005lz,0.04643,36.44687,0.1231,17.35717,205.88613171987663,671.5107491983142,36.56813546984647,191.89920049504465,652.4725126420032,200.0489818544033,36.5056817269345,194.70360827419083,635.0382358035947,-0.12126546984647035,-0.05881172693450054,0.12126546984647035,0.05881172693450054,0.01470531417708521,0.0034588192250182563,-0.9850972367706771,-0.47775570214866403,65.9908761014702,-0.06245374291196981
DES,2001eh,0.03725,36.01068,0.1125,16.39465,164.07740792979948,535.1489301638092,36.075243932478145,153.7469343774766,521.1787179640821,159.79412139635014,36.017803990907154,159.27074077952844,519.471678703196,-0.06456393247814418,-0.0071239909071536545,0.06456393247814418,0.0071239909071536545,0.004168501377042361,5.0751246445207946e-05,-0.5739016220279483,-0.06332436361914359,79.01234567901234,-0.05743994157099053
DES,2008fr,0.03828,36.24514,0.0994,16.54311,168.7416983378204,550.3618107993544,36.136112079226095,158.02246697542685,535.8537499703054,164.29350666491626,36.07810199625861,177.4303870800645,578.7005232619968,0.10902792077390444,0.16703800374138922,0.10902792077390444,0.16703800374138922,0.011887087508280783,0.02790169469390836,1.096860369958797,1.6804628142996902,101.21088705269847,-0.05801008296748478
DES,2001az,0.04101,36.41367,0.0927,16.73128,181.13700476448363,590.7898932329792,36.2900359104142,169.36102364289422,574.8184164916125,176.24012773301433,36.2305239945255,191.74939396037652,625.4028774111173,0.12363408958580635,0.1831460054745051,0.12363408958580635,0.1831460054745051,0.015285388107711191,0.033542459321267454,1.333701074280543,1.9756850644498931,116.36986532515483,-0.05951191588869875
DES,2008051,0.03873,36.12057,0.1044,16.40088,170.78161674701357,557.0151347887744,36.16220560298833,159.89082815006194,542.269629621707,166.26062430910045,36.10394703472954,167.53825973649404,546.4367190506283,-0.04163560298832891,0.016622965270457257,0.04163560298832891,0.016622965270457257,0.0017335234362017434,0.00027632297438282813,-0.3988084577426141,0.1592238052725791,91.74850633431686,-0.05825856825878617
DES,2008gl,0.03272,35.80144,0.096,16.50514,143.6439989639198,468.5040636605024,35.78643743561844,134.9583998368341,456.8056613289721,140.05725250272468,35.73152801279407,144.63986240838054,471.7521357967981,0.015002564381561001,0.06991198720592706,0.015002564381561001,0.06991198720592706,0.0002250769380228828,0.004887685955081709,0.15627671230792708,0.7282498667284069,108.50694444444444,-0.05490942282436606
DES,2007ae,0.06533,37.1436,0.1021,17.53411,293.63216177665885,957.7000223193223,37.33901811243878,270.77472983531027,926.3356111561094,284.01578959531264,37.266712424592555,268.36136981003153,875.2777226501389,-0.19541811243878016,-0.12311242459255567,0.19541811243878016,0.12311242459255567,0.038188238669135725,0.015156669089057707,-1.9139873892143013,-1.2058023956175874,95.92869044866809,-0.07230568784622449
